candidate_id,candidate_name,normalized_name,locality,locality_code,region,category_guess,discovery_source,source_url,phone_landline,phone_mobile,phone_unclassified,whatsapp_number,whatsapp_source_url,email,email_source_url,website,facebook,instagram,tiktok,address,public_contact_name,public_contact_role,contact_source,company_id_if_publicly_verified,legal_entity_name_if_publicly_verified,brands_if_visible,status,duplicate_flag,duplicate_group,information_confidence_score,information_confidence_explanation,public_legal_info_status,last_checked_at,notes
CAND-016,דאוד אליאס נמר,דאוד אליאס נמר,כפר יאסיף,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C041340726C5540150610/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-017,מוואסי - קרמיקה עארה,מוואסי - קרמיקה עארה,ערערה (וואדי ערה),,צפון,ceramics,B144 + official website mowassi.co.il (enriched),https://www.b144.co.il/b144_sip/401C04134073655949160115/,04-6666665,054-7576797,,,,OFFICE@mowassi.co.il,https://mowassi.co.il/contact-us/,https://mowassi.co.il/,https://facebook.com/ceramicamowassi,,,,,,,,,,LIKELY_RELEVANT,false,,6,"6/10 — official website contact page confirms phone, mobile/customer-service line, email, and Facebook page (strong single-source evidence). Score held below 7 because of an unresolved ADDRESS_CONFLICT: B144 lists this business under Ar'ara, while a separate t.co.il listing for a similarly-named 'Mowassi Ceramics' shows Baqa al-Gharbiyye — could be the same business with unclear locality, or two related family businesses in neighboring Wadi Ara towns.",NOT_CHECKED,2026-08-17,CONFLICT_REVIEW_REQUIRED: locality is genuinely uncertain between Ar'ara and Baqa al-Gharbiyye across sources — do not assign confidently to one locality without further check. Official contact details (phone/mobile/email/Facebook) are solid regardless of which town.
CAND-018,ג. אל-חסאן (חומרי בניין),ג. אל-חסאן,קלנסווה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C04134676665948110511.aspx,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-019,"חומרי בניין רבוס בע""מ",חומרי בניין רבוס,קלנסווה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C0413407960554D120613/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-020,חומרי בנין ג'יוסי,חומרי בנין ג'יוסי,קלנסווה,,צפון,building_materials,Easy,https://easy.co.il/page/3458083,,,,,,,,,,,,"אל קודס 18, קלנסווה",,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-021,חומרי בנין אלאמיר,חומרי בנין אלאמיר,טייבה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C04134175605F4D110513/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-022,אוקינוס חומרי בנין,אוקינוס חומרי בנין,טייבה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C0413407865544A12021A/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-023,מולא עאמר (חנות לחומרי בניין),מולא עאמר,ירכא,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C041340756C5B4D1C0716/,,,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,mula-amer-yarka,,,NOT_CHECKED,,"Likely same business as existing DB record ""קרמיקה עמאר מולא ובניו"" (name-order variant)."
CAND-024,מעדי נוהאד אמין,מעדי נוהאד אמין,ירכא,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4d1404134470635c4f13001b/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Family-name pattern (""מועדי""/""מעדי"") matches existing DB record ""מועדי בית הקרמיקה בע""מ"" — possibly related, not confirmed same."
CAND-025,הזימה שריף (חומרי בנין),הזימה שריף,אבו סנאן,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C04134079665A4F140D12/,,,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,sherif-hzaimah,,,NOT_CHECKED,,"Corroborates existing DB record ""קרמיקה שריף הזימה"" (Abu Snan) — same duplicate cluster as the Kafr Yasif and Tamra sightings of this name."
CAND-026,"ב.נ.י.ר. חומרי בנין בע""מ",ב.נ.י.ר. חומרי בנין,נהריה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C0413417564594B12061B/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-027,וייס משה חומרי בנין וצבע,וייס משה חומרי בנין וצבע,נהריה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C04134079665549140D13/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-028,אריאל יעקב - חומרי בניין,אריאל יעקב - חומרי בניין,נהריה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C04134072605D41170010/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-029,לטש חומרי בניין,לטש חומרי בניין,נהריה,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401c04134170655d4d1d0d17/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-030,פלס חומרי בניין,פלס חומרי בניין,שלומי,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4A1404134470655D49100D1A4074665541/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-031,חומרי בנין עמיאלי,חומרי בנין עמיאלי,שלומי,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C04134176645E4A140315/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-032,גליל קרמיקה,גליל קרמיקה,שלומי,,צפון,ceramics,B144 + Google (enriched),https://www.b144.co.il/b144_sip/401C04134172605D481C0C16/,,053-531-4900,,,,galilkarmica@hotmail.com,,,https://www.facebook.com/galilceramics/,https://www.instagram.com/galil.ceramica/,,,,,,,,,NEEDS_REVIEW,false,,3,"3/10 — real contact details found (mobile, email, Facebook, Instagram) but ADDRESS_CONFLICT: B144 attributes this business to Shlomi, while a separate general web search places it in Rosh Pina (Tzachar industrial area) — a different, non-adjacent town. Could be a locality-attribution error on one side, or two different businesses with similar names.",NOT_CHECKED,2026-08-17,CONFLICT_REVIEW_REQUIRED: do not assign to Shlomi with confidence until the Rosh Pina address is checked against the B144 Shlomi listing directly.
CAND-033,כלבו לבניין - סלומון אידל,כלבו לבניין - סלומון אידל,כרמיאל,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C041340786C594A120C13/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-034,רויאל קרמיקה וכלים סנטריים,רויאל קרמיקה וכלים סנטריים,כרמיאל,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4A1404134470655D4C100C134571665441/,,,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,royal-ceramics,,,NOT_CHECKED,,"Identical listing also surfaced under Tamra — likely one business cross-listed, not two branches (unconfirmed)."
CAND-035,"רדימיקס תעשיות, סניף כרמיאל","רדימיקס תעשיות, סניף כרמיאל",כרמיאל,,צפון,ready_mix_concrete,B144,https://www.b144.co.il/b144_sip/401C0413407567554A130114/,,,,,,,,,,,,,,,,,,,OUT_OF_SCOPE,false,,,,NOT_CHECKED,,"Ready-mix concrete manufacturer, not a ceramics/sanitaryware retailer."
CAND-036,סיגמא טופ - מפעל לייצור כיורים,סיגמא טופ - מפעל לייצור כיורים,טמרה,,צפון,sink_manufacturer,B144 (direct category fetch),https://www.b144.co.il/%D7%A7%D7%A8%D7%9E%D7%99%D7%A7%D7%94/%D7%98%D7%9E%D7%A8%D7%94/,,,,,,,,,,,,,,,,,,,LIKELY_RELEVANT,false,,,,NOT_CHECKED,,Sink manufacturing factory — potential manufacturer/dealer-list angle for Pass 2.
CAND-037,שיש טמרה,שיש טמרה,טמרה,,צפון,stone_marble,B144 (direct category fetch),https://www.b144.co.il/%D7%A7%D7%A8%D7%9E%D7%99%D7%A7%D7%94/%D7%98%D7%9E%D7%A8%D7%94/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-038,"מ.ו.ב.ה. קרמיקה בע""מ",מ.ו.ב.ה. קרמיקה,טמרה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%A7%D7%A8%D7%9E%D7%99%D7%A7%D7%94/%D7%98%D7%9E%D7%A8%D7%94/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-039,רויאל קרמיקה וכלים סנטריים,רויאל קרמיקה וכלים סנטריים,טמרה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%A7%D7%A8%D7%9E%D7%99%D7%A7%D7%94/%D7%98%D7%9E%D7%A8%D7%94/,,,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,royal-ceramics,,,NOT_CHECKED,,
CAND-040,קרמיקה שריף הזימה,קרמיקה שריף הזימה,טמרה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%A7%D7%A8%D7%9E%D7%99%D7%A7%D7%94/%D7%98%D7%9E%D7%A8%D7%94/,,,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,sherif-hzaimah,,,NOT_CHECKED,,
CAND-041,"סאייג ובניו בע""מ יבואני קרמיקה ושיש","סאייג ובניו בע""מ יבואני קרמיקה ושיש",טמרה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%A7%D7%A8%D7%9E%D7%99%D7%A7%D7%94/%D7%98%D7%9E%D7%A8%D7%94/,,052-7875500,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,sayegh-sons-importer,,,NOT_CHECKED,,"Same importer also cross-listed under Nazareth and Nof HaGalil category pages — likely one importer with wide reach, not 3 branches."
CAND-042,חומרי בניין נור סועד,חומרי בניין נור סועד,שפרעם,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4A1404134470655D4910021341766C554F/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-043,"עטייה מול בע""מ",עטייה מול,נצרת,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4D1404134470645F40120611/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-044,"שופינג לבנין בע""מ",שופינג לבנין,נוף הגליל,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C041340726C594E1D0414/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-045,"סאייג ובניו בע""מ",סאייג ובניו,נוף הגליל,,צפון,building_materials,"Google (search-summary; address given as הגביש 7, נוף הגליל)",,,,,,,,,,,,,"הגביש 7, נוף הגליל",,,,,,,POSSIBLE_DUPLICATE,true,sayegh-sons-importer,,,NOT_CHECKED,,
CAND-046,אקספו קרמיקה סח'נין,אקספו קרמיקה סח'נין,סח'נין,,צפון,building_materials,Instagram,,,,,,,,,,,https://www.instagram.com/p/CmvjJiot-9b/,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Corroborates existing DB record ""אקספו קרמיקה בע""מ (אמיר חליאלה)"" — not a new business, useful as a 2nd-source verification for Pass 2."
CAND-047,קרמיקה סח'נין & נוף הגליל,קרמיקה סח'נין & נוף הגליל,סח'נין,,צפון,building_materials,Instagram,,,,,,,,,,,https://www.instagram.com/p/DIdbfjfimek/,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Corroborates existing DB record ""מ.דוכי יבוא ושווק — סח'נין"" — not a new business."
CAND-048,הכל לבניין,הכל לבניין,סח'נין,,צפון,building_materials,Facebook,,,,,,,,,,https://www.facebook.com/hakolbenyan/,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,Page found via a Sakhnin-context search; locality not independently confirmed from the page itself.
CAND-049,שאהין שוקראללה - חומרי בניין,שאהין שוקראללה - חומרי בניין,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,1700-555919,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"General building-materials category; ceramic/sanitary relevance not yet confirmed. 1700-xxxxxx is a national call-routing number, not classified as landline or mobile."
CAND-050,ח.יאסין חומרי בניין,ח.יאסין חומרי בניין,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,076-8119152,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"076 prefix is technically a VOB/virtual landline-class number in Israel, not a mobile prefix — classified as landline-equivalent, kept in phone_mobile field pending manual reclassification since many small businesses use 076 as their primary published line."
CAND-051,כלי בר,כלי בר,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,076-8016083,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-052,עוקבה נחלה,עוקבה נחלה,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-053,שופאני א.א לחומרי בניין,שופאני א.א לחומרי בניין,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-054,קבוצת המוביל החדש,קבוצת המוביל החדש,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-055,קיירא המרכז לאספקה טכנית,קיירא המרכז לאספקה טכנית,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-056,"עץ המחלף בע""מ",עץ המחלף,עראבה,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,etz-hamahalaf,,,NOT_CHECKED,,"Also cross-listed on Kafr Qara's building-materials category page — same entity, correct locality unconfirmed."
CAND-057,"דנבר צבעים וציפויים ישראל בע""מ",דנבר צבעים וציפויים ישראל,עראבה,,צפון,paint_coatings,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%A2%D7%A8%D7%90%D7%91%D7%94/,,,,,,,,,,,,,,,,,,,OUT_OF_SCOPE,false,,,,NOT_CHECKED,,"Paint/coatings company — ceramics/sanitary relevance unlikely, not confirmed."
CAND-058,מורד סמי (חומרי בניין),מורד סמי,כפר מנדא,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C041340796C5C411C0213/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-059,קרמיקה זידאן פתחי דאהר,קרמיקה זידאן פתחי דאהר,כפר מנדא,,צפון,building_materials,Dapei Zahav,https://www.d.co.il/17832240/16080/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Corroborates existing DB record ""קרמיקה פתחי זידאן (זידאן פתחי דאהר)"" — not a new business."
CAND-060,אנעיים חומרי בניין,אנעיים חומרי בניין,יפיע,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C0413407967544A1C0015/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-061,חומרי בניין סאלם עבד אלהאדי,חומרי בניין סאלם עבד אלהאדי,יפיע,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/401C041340796C5F4A170010.aspx,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Surname ""עבד אלהאדי"" also appears in a Kafr Kanna candidate — possibly a related family business in a neighboring village, not confirmed same entity."
CAND-062,זעאתרה סאלם,זעאתרה סאלם,יפיע,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4D1404134470645F4C16031B/,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-063,ג'מאל חאלד חומרי בניין,ג'מאל חאלד חומרי בניין,כפר כנא,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4D1404134470645E41100017.aspx,,,,,,,,,,,,,,,,,,,DISCOVERED_UNVERIFIED,false,,,,NOT_CHECKED,,
CAND-064,חומרי בניין עבד אל האדי כפר כנא,חומרי בניין עבד אל האדי כפר כנא,כפר כנא,,צפון,building_materials,B144,https://www.b144.co.il/b144_sip/4A1404134470655D4910021745796D544B/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Also cross-listed on Arraba's category page (same business, Kafr Kanna is the correct locality). Surname pattern also seen in a Yafia candidate — possibly related family, not confirmed same."
CAND-065,הכל לבית ולקבלן - חומרי בנין וכלי עבודה,הכל לבית ולקבלן - חומרי בנין וכלי עבודה,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,076-8898966,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,General building-materials category; ceramic/sanitary relevance not yet confirmed.
CAND-066,השלום חומרי בניין,השלום חומרי בניין,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,076-8897278,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Same generic name (""HaShalom Building Materials"") as the Beit Jann candidate — different regions, likely coincidental, not the same business (unconfirmed)."
CAND-067,"עץ המחלף בע""מ",עץ המחלף,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,076-8109622,,,,,,,,,,,,,,,,POSSIBLE_DUPLICATE,true,etz-hamahalaf,,,NOT_CHECKED,,
CAND-068,בני מוחמד שפיק,בני מוחמד שפיק,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,"Two near-identical listings (""בני מוחמד שפיק"" and ""בני מוחמד שפיק בע""מ"") — treated as one candidate."
CAND-069,ביג סנטר מועד,ביג סנטר מועד,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-070,"נ.ג המרכז לבניין בע""מ",נ.ג המרכז לבניין,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
CAND-071,מוחמד היכל - חומרי בנין,מוחמד היכל - חומרי בנין,כפר קרע,,צפון,building_materials,B144 (direct category fetch),https://www.b144.co.il/%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%91%D7%A0%D7%99%D7%99%D7%9F/%D7%9B%D7%A4%D7%A8-%D7%A7%D7%A8%D7%A2/,,,,,,,,,,,,,,,,,,,NEEDS_REVIEW,false,,,,NOT_CHECKED,,
